Last Name,First Name,Full name,Maiden Name (Last),Maiden Name,Birth Date,Death Date,Birth place,Death place,Gender,Associated Monthly Meeting,Notes
Tregelles,Edwin Octavius,"Tregelles, Edwin Octavius",,,1806-10-19,1886-09-16,"Falmouth, England","Banbury, Oxfordshire, England",male,Newcastle MM,"s/o Samuel Tregelles and Rebecca (Smith).    He spoke in the Ministry at age 22 and he was recorded a Minister by Swansea Monthly Meeting in 1837 and served for about 50 years.   He married 1st, Jenepher Fisher, (1809-1844), dt/o Abraham Fisher of Youghal, Ireland, on 7/5/1832 and they had 3 children.  In 1839 he visited Ireland with his cousin Robert Were Fox.  He visited the West Indies in 1843 and caught yellow fever and nearly died.  In 1846 he visited Friends in Norway with Isaac Sharp and John Budge.  He married 2nd, Elizabeth Richardson, dt/o Thomas and Elizabeth  Richardson, at Shotley Bridge, on 12/4/1850, and moved to Derwent Hill, Shotley Bridge, for 28 years and became a Member of Newcastle Monthly Meeting.  In 1882 he spent the winter in the south of France and visited all of the meetings."
Tregelles,John,"Tregelles, John",,,,1707-01-18,"Falmouth, England","Falmouth, England",male,,"He was born ca. 1627 and lived at Falmouth in Cornwall and was one of the first Friends in that county to be ""convinced'.    He was imprisoned many times in Pendennis Castle and Launceston gaol.  He married Honour Jose, dt/o Nicholas Jose, on 8/20/1676 and they had 6 children.  He was an acceptable Minister and an Elder of the Meeting.  "
Tregelles,Joseph,"Tregelles, Joseph",,,1689-08-04,1758-02-28,"Falmouth, England","Falmouth, England",male,Falmouth MM,"s/o John Tregelles and Honour (Jose).  He married Mary Debell, dt/o Phillip Debell and Anna, at East Looe, on 2/21/1717, and they had 7 children.  He became a Minister and served for about 38 years.  "
Tregelles,Rachel,"Tregelles, Rachel",,,1805-03-03,1874-02-24,"Falmouth, England",England,female,West Cornwall MM,dt/o Samuel and Rebecca (Smith).  She was Superintendent of the York Quarterly Meeting School for Girls from 1853 to 1862.  In 1867 she was recorded a Minister.
Trembath,Margaret,"Trembath, Margaret",,,,1882-01-10,"Mousehole, Cornwall, England","Mousehole, Cornwall, England",female,West Cornwall MM,"She was born in 1800, of Wesleyan parents.  She lived with two women Friends, Ellinor and Joanna Richards of Marazion and was received into Membership in 1836.  She moved back to Cornwall and was recorded as a Minister ifn1878."
Tricket,Katherine,"Tricket, Katherine",Dent,"Dent, Katherine",,,"Winterton, Lincolnshire, England",England,female,Balby MM,"dt/o John and Isabel Dent, born ca. 1746 and died in1814.  She married Robert Tricket of Sheffield in 1776.  She became a Minister in 1779 and served for 35 years.  She visited once to Scotland."
Trigg,Hannah,"Trigg, Hannah",,,1649-10-20,,"Whitechapel, London, England","Newgate Prison, England",female,,"dt/o Timothy and Katherine Trigg.  Her parents were ""convinced"" and joined Friends with their whole family.  In 1664 Hannah was arrested and tried for attending a meeting for worship.  The sentence given was banishment in slavery, but being in delicate health she died of the plague before sentence could be carried out.  Her mother was denied the right to claim her body and she was interred in the felon's burying ground.  She died in 1665, aged 16 years."
Trimble,Phebe,"Trimble, Phebe",,,,1784-06-14,Pennsylvania,"Concord, Pennsylvania",female,Concord MM,"She was born ca. 1717 and was a Member of Friends and a Minister.  She married William Trimble and in 1759 they settled within the limits of Concord Monthly Meeting, having brought their Certificate from Goshen Monthly Meeting.  She visited Maryland and Virginia twice and North and South Carolina once.  She was buried at Concord, Pennsylvania."
Tritton,Frederick John,"Tritton, Frederick John",,,1887-11-20,1968-08-23,England,England,male,Kingston MM,"He became in 1919 the first secretary of the Council for International Service.  He joined Kingston upon Thames Meeting in 1919 and became an Elder.  He married Daisy ? in either 1920 or 1921.  He was fluent in German, French, Spanish and Russian and during his many visits to the Continent he was beloved because he could discuss the problems in their own language."
Trotter,Benjamin,"Trotter, Benjamin",,,,1768-03-23,"Philadelphia, Pennsylvania","Philadelphia, Pennsylvania",male,,"s/o William and Rebecca (Threach) Trotter,born in November 1699.  In 1725 he was recognized a Minister and traveled in New Jersey, Pennsylvania and some adjacent provinces.  He married Mary Corker, (d. 1730).  In 1763 he visited Long Island, New York."
Trotter,William,"Trotter, William",,,,1749-12-19,"near Abington, Pennsylvania","Plymouth, Pennsylvania",male,,"s/o William Trotter, born in June 1695.  He was recorded a Minister in ca. 1716 and in 1721 moved to live near Plymouth."
Trueblood,Benjamin Franklin,"Trueblood, Benjamin Franklin",,,1847-11-25,1916-10-26,"Salem, Indiana","Newton Highlands, Massachusetts",male,,"s/o Joshua Abel and Esther (Parker) Trueblood, both from North Carolina.  He studied at Earlham College, Iowa Wesleyan University, State University of Iowa and Baylor University.  He married Sarah Huff Terrell of New Vienna, Ohio, on 7/17/1872 and they had a son and 2 daughters.  He was a Minister among Friends and was a noted teacher, College professor and president and international peace secretary and editor.  "
Trusted,Alfred,"Trusted, Alfred",,,1830-01-18,1910-11-26,"Hay, Beaconshire, England","Lewes, England",male,Gloucester & Nailsworth MM,"s/o Benjamin Trusted and Ann.  He studied at Ackworth School.  He married Harriet Theobald, dt/o Joseph and Hannah Theobald, at Henley-on-Thames, on 8/8/1860, and they had 3 children.  He was recorded a Minister by Gloucester & Nailsworth Monthly Meeting in 1871 and he was a Member of Cheltenham Meeting.  At Lewes he took a deep interest in the Men's Adult School."
Tubbs,Robert,"Tubbs, Robert",,,,1757-11-04,"Haddenham, England","Haddenham, England",male,Isle of Ely MM,"He was born in 1718 and at age 25 he became ""convinced"" and joined Friends.  Inabout 1746 he became a Minister and served for 11 years.  He visited Norfolk and Suffolk.  He was diligent in attending Meeting for Worship and for Discipline.  He was married and had children.  He was buried in the Friends burial ground at Haddenham."
Tucker,Alfred George,"Tucker, Alfred George",,,1889-05-10,1978-12-11,"perhaps Exeter, England","Nottingham, England",male,Ratcliff & Barking MM,He trained as a teacher in Isleworth and he joined Friends in about 1918.  He married Isabel Irene Adams on 1916 and they had 2 daughters.  He represented Lancashire Friends at the All Friends Conference in 1920.  He served as Clerk of Kent Quarterly Meeting from 1936 until 1948.
Tucker,Sarah,"Tucker, Sarah",Fish,"Fish, Sarah",1779-02-14,1840-03-23,"Portsmouth, Rhode Island","Dartmouth, Massachusetts",female,,"dt/o Preserved and Sarah Fish.  Her family were not Members of Friends.  She was ""convinced"" and joined Friends in ca. 1800.  She married James Tucker in ca. 1813 and they lived in Dartmouth.  They had children.  She served as an Elder and Minister before her marriage."
Tuke,Henry,"Tuke, Henry",,,1755-01-24,1814-08-11,"York, England","York, England",male,York MM,"s/o William and Elizabeth (Hoyland) Tuke.  He studied at Sowerby under a Friends named Ellerby.  He married Mary Maria Scott, (d. 1815), dt/o Faville Scott, of Norwich, in 1781, and they had children.  He wrote ""Principles of Religion"" into many editions and languages. At age 17 he met John Woolman in York.  He became a Minister and served for 35 years.  He visited Ireland twice, Scotland 5 times and Wales and the Isle of Man once. He was buried at Firends' burial ground in York."
Tuke,Samuel,"Tuke, Samuel",,,1784-07-31,1857-10-14,"York, England","York, England",male,York MM,"s/o Henry and Mary Maria (Scott) Tuke.  He married Priscilla Hack, dt/o James and Hannah Hack, at Arundel Friends Meeting House, on 6/14/1810, and they had 12 children.  He was recorded a Minister by York Monthly Meeting in November 1825 and traveled in England and Ireland.  He was founder of Bootham and The Mount Schools and was interested in Ackworth School.  He was interred in Friends burial ground, Heslington Road, York."
Tuke,William,"Tuke, William",,,1733-03-24,1822-12-06,"York, England","York, England",male,York MM,"s/o Samuel Tuke.  He married 1st, Elizabeth Hoyland, (d. 8/30/1760), dt/o John Hoyland, of Sheffield, on 4/26/1754, and they had 5 children.  He married 2nd, Esther Maud, (d. 2/13/1795), dt/o Timothy Maud, of Bingley, on 6/3/1765, and they had 3 children.  He was the founder of the ""Retreat"" in York in 1792.  He attended Yearly meeting 50 consecutive times and was Clerk in 1783."
Tully,George,"Tully, George",,,,1770-01-30,"Sussex, England","Bristol, England",male,Bristol MM,He was born in 1689 of Friends parents.  He moved to Bristol while young and he became a Minister and served for 16 years.  He was buried in Friends burial ground at Redcliff Pit.
Tully,Ruth,"Tully, Ruth",Haylor,"Haylor, Ruth",,1765-09-01,England,England,female,Horsham MM,"dt/o Benjamin Haylor and Margaret, born in 1699 of Friends parents.  She married John Tully of Thakeham Meeting.  She became a Minister and served for 43 years.  She traveled in Kent, the Isle of Wight and parts of Sussex.  She was buried in the Friends burial ground at Horsham."
Turner,Jesse T.,"Turner, Jesse T.",,,1826-11-06,1901-01-02,"Guilford, North Carolina","Kokomo, Indiana",male,,"He was a birth-right Friend and moved to Kokomo, Indiana.  He helped start the Friends' Church in Kokomo, and meetings were held in his house until the Church was erected.  He was recorded a Minister in 1885.  He worked regularly for temperance and prohibition."
Turner,Joseph,"Turner, Joseph",,,1765-02-16,1841-06-08,"Caroline County, Maryland","Cecil County, Maryland",male,,"s/o Isaac and Hannah (Bartlett) Turner.  He married Sarah Corse in 1789.  He became a Minister in about 1795 and worked against slavery and intoxicants.  He stayed with Race Street Meeting in Philadelphia at ""The Separation"" and was a close friend of Elias Hicks."
Turner,Rebecca,"Turner, Rebecca",Sinclair,"Sinclair, Rebecca",,1877-01-16,"Baltimore, Maryland","Philadelphia, Pennsylvania",female,Lombard Street MM,"dt/o John and Elizabeth (Williams) Sinclair, born in 1795.  She married Joseph Turner, Jr. in 1812.  She became a Minister by Lombard Sreet Monthly Meeting, (Hicksite), in Baltimore.   She helped found Swarthmore College and served on the Board of Managers from 1862-1868."
Turner,Thomas,"Turner, Thomas",,,,,England,England,male,,"He lived at Coggeshall and at Linton.  He was ""convinced"" and joined Friends and became a Minister.  He had goods taken in 1684.  He preached at Blatchington and ""convinced"" John Snashall.  He traveled to america in 1697 with Thomas Chalkley, William Ellis and Aaron Atkinson.  He returned to England and in 1704 he visited America again.  He died in 1714."
Turner,William Edward,"Turner, William Edward",,,1836-01-26,1911-10-10,"Liverpool, England","West Kirby, England",male,Hardshaw West MM,"He studied at Ackworth School.  He married 1st, Eliza Tatham, (d. 1861) and he married 2nd, Anne Bryan, (d. 1901), and they had 5 children.  He became a Minister at age 23 and served for 50 years. He visited parts of Great Britain and Europe.  In 1876 he served as a member of Meeting for Sufferings and later was a member of the Home Mission and Extension Committee.  He was one of the editors of the ""British Friend"" from 1891 to 1901."
Turpin,Mary,"Turpin, Mary",,,,1745-07-16,England,"Reading, England",female,Reading MM,"She married 1st, James Spring of Redbourne, Hertfordshire.  She married 2nd, Michael Turpin, s/o Michael and Elizabeth Turpin, of Hemel Hempstead, at Wood End, on 8/16/1709.  She became a Minister at Reading Monthly Meeting in about 1728.  She was buried in Friends' burying ground at Reading."
Turpin,Michael,"Turpin, Michael",,,1668-08-03,1757-09-11,"Hemel Hempstead, Hertfordshire, England","Reading, England",male,Reading MM,"s/o Michael and Elizabeh Turpin.  He married Mary Spring, widow of James Spring, at Wood End, on 8/16/1709, and settled at St. Albans for about 16 years.  In about 1726 they moved to Reading.  He became a Minister at age about 23 and served for about 57 years.  He was buried in Friends' burying ground at Reading."
Twiford,Elizabeth,"Twiford, Elizabeth",Murphy,"Murphy, Elizabeth",,1844-01-03,"Dorchester County, Maryland",,female,,"dt/o James and Mary Murphy, born in 1770, in a family belonging to Nicholites.  She married Jonathan Twiford, a Nicholite, in 1790.  In 1818 she became ""convinced"" and joined Friends and soon became a Minister.  In 1828 she visited some Meetings in the western states and twice attended the Baltimore Yearly Meeting.  At the Separation she stayed with Race Street Meeting."
Tyler,Jonathan,"Tyler, Jonathan",,,,1717-12-24,"Calne, Wiltshire, England","Bradford ?, Wiltshire, England",male,,"s/o Charles Tyler, born ca. 1669.  In 1691 he was ""convinced"" and joined Friends.  He became a Minister and visited most parts of Great Britain.  In 1696 he traveled to America and visited Friends in Pennsylvania, New York, New England, New Jersey, Maryland, Virginia and the Carolinas for 3 years.  He married and had children.  He settled in Bradford."
Tylor,Charles,"Tylor, Charles",,,1816-11-21,1902-03-14,"London, England","Brighton ?, England",male,Lewes & Chichester MM,"He lived in Yorkshire and the South of England, where he married Guielma Maria Sparkes, (d. 1891), dt/o John Sparkes, at Stoke Newington, on 3/116/1848, and they had 6 children.  He became a Minister.  He served as Editor of ""The Friend"", when it began in 1843 until 1849.  He lived in Manchester for 7 years and then returned to Brighton in 1881."
Tylor,Joseph Savory,"Tylor, Joseph Savory",,,,1877-02-20,England,"Bath, England",male,West Cornwall MM,He was born ca. 1814.  He was recorded a Minister by North Division of Somerset Monthly Meeting in 1866 and rejoined West Cornwall Monthly meeting in 1873.  For several years he took a deep interest in the Penzance Bethel (a mission meeting for seamen) and in the schools connected with it.
